,Unnamed: 0,id,song_title,artist,mp3,genre,votes,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
181,151,2Ed2l31pnYh2gfptoOC4kk,Blue Star,Turnpike Troubadours,https://p.scdn.co/mp3-preview/720ff3a790a05c37fdb422397cfa41c9e1b97fa4?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.517,0.692,2,-7.95,1,0.0271,0.00845,0.0,0.0744,0.801,162.974,203880,4
182,152,2dXGmRWNxNwSakbBPxAbiH,Lyin' low,Charles Wesley Godwin,https://p.scdn.co/mp3-preview/ab2439215b449295347bd37f5feae105af3e0fd0?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.497,0.657,0,-7.021,0,0.0335,0.394,0.0019,0.349,0.511,143.612,258685,4
183,153,5wane5dFpp8xgriui6y0c7,Ol' Red,Blake Shelton,https://p.scdn.co/mp3-preview/a470276cb45c235d8dfe4ad0111ad19846f5e390?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.664,0.556,10,-7.713,1,0.0365,0.146,3.91e-06,0.113,0.494,75.049,221267,4
184,154,5VlCTpGdjw80KMurUUhT4Y,Corinthians (Proctor's),Zach Bryan,https://p.scdn.co/mp3-preview/5f8fe374cdbde93d396393a1672b80acfeac52cf?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.58,0.45,7,-5.475,1,0.0483,0.47,0.0,0.154,0.373,94.483,231187,4
185,155,5VcgqWaZmEpOERVKn039iM,Ghost Town,Tyler Booth,https://p.scdn.co/mp3-preview/c77a062acbf30e6ae01b3f03863c80e9a9fe2f64?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.41,0.677,4,-7.159,0,0.032,0.36,0.00145,0.126,0.253,177.571,191168,4
186,156,5UmCoA8uugbNcVAfKMW3P2,Need A Boat,Morgan Wallen,https://p.scdn.co/mp3-preview/1b3a206601c2566d5b5372d9e6591aa8c9219846?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.54,0.896,9,-6.286,1,0.0333,0.0998,0.0,0.267,0.963,160.034,185867,4
187,157,2BlmSvatp8nJkhk7smfVcZ,Day Drinking,Triston Marez,https://p.scdn.co/mp3-preview/c64271fdd62d3f41828637fde4ccbb42506fbd2e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.58,0.855,9,-4.754,1,0.0357,0.0244,0.00023,0.325,0.77,113.926,199653,4
188,158,2BNTOqv1zDZbItHIiuUKWf,Old Hat,Jon Pardi,https://p.scdn.co/mp3-preview/abc86743955640a9e7e1f2d46b31be7f2f7ac742?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.6,0.848,2,-3.865,1,0.0358,0.086,0.0,0.0651,0.784,149.96,194737,4
189,159,2f8KUIjzOwzLWVF20DpD9A,Murder On Music Row,George Strait,https://p.scdn.co/mp3-preview/7816b8af808254ba4f627acc3fb3c4d0ade97e57?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.356,0.554,9,-6.013,1,0.04,0.333,0.0,0.0643,0.541,204.04,262467,4
190,160,2fDHuS1PTkHBbCWWZF1ph9,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,https://p.scdn.co/mp3-preview/fe71c68242c7554a1be081259fb5e6f6e6e2d035?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.621,0.524,0,-15.269,1,0.0803,0.0652,0.00199,0.893,0.889,110.586,162653,4
191,161,5Tu2cCkMNQG8cDvTOOLzqE,The Hard Way,Turnpike Troubadours,https://p.scdn.co/mp3-preview/b24438dae73b65fba88144ee30f720c822c63177?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.469,0.882,7,-5.249,1,0.0358,7.89e-05,0.000586,0.174,0.842,144.932,173330,4
192,162,5TkXm783DrsA17o8sdPLmS,That Man,Jon Pardi,https://p.scdn.co/mp3-preview/af12cd6b43b1f06e91b4933d534c9b4bbf1b11d7?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.575,0.52,8,-6.568,1,0.0259,0.0506,0.0,0.0921,0.478,136.042,213880,4
193,163,28cnXtME493VX9NOw9cIUh,Hurt,Johnny Cash,https://p.scdn.co/mp3-preview/c39f499cb45648e28ca8d21bd27b66420d7a68ac?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,216533,4
194,164,5TWhLgjy8cgb6CRPnnlnn2,Whiskey Bent And Hell Bound,"Hank Williams, Jr.",https://p.scdn.co/mp3-preview/60676594e0033f86d527eb3a7e41a1a4da07bd78?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.726,0.711,7,-7.728,1,0.0414,0.213,1.41e-06,0.326,0.708,105.034,188387,4
195,165,2ghXKfcI55OKIAwm3Bvvlo,Morning Time,Zach Bryan,https://p.scdn.co/mp3-preview/ab30610ef79c7838070c37c35c14643733e3fe39?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.567,0.293,7,-8.054,1,0.0333,0.693,0.0,0.0701,0.195,79.978,225969,4
196,166,5Sx22WASoyuCUbK72Fs78y,Missing You,Flatland Cavalry,https://p.scdn.co/mp3-preview/214765862ef9b64eb91b603b3e351aea2aec9d77?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.614,0.433,4,-10.564,1,0.0257,0.264,2.73e-05,0.216,0.344,131.884,238133,4
197,167,62EcdBCqjB62CxnhgBkkJT,7 & 7,Turnpike Troubadours,https://p.scdn.co/mp3-preview/dddd5c6ad2db9e2fd32cb1f2d8eecf58d1a6afa5?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.401,0.802,9,-5.278,1,0.0294,0.0227,0.0,0.338,0.849,191.093,289653,4
198,168,4Fpq4QkR06QRDkujBUk0JY,I Got A Car,George Strait,https://p.scdn.co/mp3-preview/afbc721714e0a7aa306196ef565b1970b309b9b7?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.602,0.631,4,-7.371,1,0.033,0.332,0.0,0.12,0.472,138.389,272267,4
199,168,4Fpq4QkR06QRDkujBUk0JY,I Got A Car,George Strait,https://p.scdn.co/mp3-preview/afbc721714e0a7aa306196ef565b1970b309b9b7?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.602,0.631,4,-7.371,1,0.033,0.332,0.0,0.12,0.472,138.389,272267,4
200,97,4Fpq4QkR06QRDkujBUk0JY,I Got A Car,George Strait,https://p.scdn.co/mp3-preview/afbc721714e0a7aa306196ef565b1970b309b9b7?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,2.0,0.602,0.631,4,-7.371,1,0.033,0.332,0.0,0.12,0.472,138.389,272267,4
201,97,4Fpq4QkR06QRDkujBUk0JY,I Got A Car,George Strait,https://p.scdn.co/mp3-preview/afbc721714e0a7aa306196ef565b1970b309b9b7?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,2.0,0.602,0.631,4,-7.371,1,0.033,0.332,0.0,0.12,0.472,138.389,272267,4
202,169,5S8TnsIYMVrUg1bKxiGf6e,Dear Rodeo,Cody Johnson,https://p.scdn.co/mp3-preview/ac1bd4419c460631dcea0489f18d4b99909f6a1e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.482,0.654,10,-5.268,1,0.0265,0.00881,0.000164,0.111,0.353,146.192,254653,4
203,170,24uwABPWPejBuvFL4tMkvD,I'm a Ramblin' Man,Waylon Jennings,https://p.scdn.co/mp3-preview/f5d0e6bbee0ac771901f670c8b812915baccf7eb?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.724,0.735,7,-8.262,1,0.0286,0.147,0.00131,0.0899,0.839,109.281,167000,4
204,171,24nhOvYX2gk3txBbMzXeUB,Cold,Chris Stapleton,https://p.scdn.co/mp3-preview/978a5183f00c0c2209eb20a2ed7afcd11be2e381?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.555,0.505,1,-7.334,0,0.0333,0.0519,0.00361,0.148,0.293,117.481,309853,4
205,172,63N3mSA7zVaAmZU4Xi6ifZ,Fenceposts,Cody Johnson,https://p.scdn.co/mp3-preview/57eba27ba8a70ea0239b9c9f04c22deaee65a45d?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.455,0.628,7,-6.246,1,0.0272,0.31,1.87e-06,0.227,0.402,160.001,177040,4
206,173,2hUkH9ntPK9sE1r9r2lt5l,Until I Found You,Triston Marez,https://p.scdn.co/mp3-preview/41981447357989671f7408786651086591277d39?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.518,0.658,0,-8.709,1,0.028,0.117,0.0463,0.092,0.446,156.086,252260,4
207,174,23hYsOpWbM14kWP9i5Ny8G,Old Time Feeling (Like Before),Turnpike Troubadours,https://p.scdn.co/mp3-preview/2223e2d7921b1c21a3476fe8ac4f63d30a8fbe84?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.553,0.638,1,-6.17,0,0.0279,0.302,2.22e-06,0.136,0.562,82.934,197266,4
208,175,64nubf5Yag67h2rcOCMhxE,Reason to Quit,Randall King,https://p.scdn.co/mp3-preview/0e23cdb1526953bd50794c8cb69cd799c565d6f0?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.477,0.527,0,-7.817,1,0.0301,0.537,2.92e-06,0.269,0.22,175.959,228120,4
209,176,21aD24K6JOf0F0qx6HJ0dy,Daddy Doesn't Pray Anymore,Chris Stapleton,https://p.scdn.co/mp3-preview/3d0a8b93c9dff2e62e9b2ae5d5a8a13735267b76?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.499,0.0513,4,-17.501,1,0.034,0.808,1.48e-06,0.0754,0.318,131.93,249707,4
210,177,5RHBBmSbmHgVyL3ILjU3FJ,Crazyland,Eric Church,https://p.scdn.co/mp3-preview/fcc5ea351f010a45d3dd0f43837c604e9f960378?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.719,0.437,0,-11.142,1,0.0533,0.734,3.26e-06,0.104,0.513,140.142,159387,4
211,178,2ccuOtUjIyx3tPcsnpeBzJ,Flower Shops (feat. Morgan Wallen),ERNEST,https://p.scdn.co/mp3-preview/cfa5440e9cfd7da653fa9343b06896d40ac4b0df?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.527,0.461,7,-5.908,1,0.0269,0.118,0.0,0.0831,0.227,128.153,214405,3
212,179,2F5lTjxNzxoVP0jRxLSN9Z,All My Rowdy Friends (Have Settled Down),"Hank Williams, Jr.",https://p.scdn.co/mp3-preview/20695e36e98996cbdfe31a02c87d81b379b5d4a5?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.711,0.542,0,-10.319,1,0.0287,0.23,5.2e-06,0.28,0.813,127.002,240373,4
213,180,5vLonpxn4VN0A8GtQOBSG0,When the Sun Goes Down,Kenny Chesney,https://p.scdn.co/mp3-preview/a46e36727cb50c6b48801291bd81d3dcc5175cf2?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.798,0.741,9,-6.802,1,0.0284,0.0432,3e-06,0.252,0.708,104.945,290560,4
214,181,5oHHMDcVOmPSFrCgdbHPdb,It's Five O'Clock Somewhere (with Jimmy Buffett),Alan Jackson,https://p.scdn.co/mp3-preview/820512367b0fb20b277ba06d0b5718bbb331ff9a?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.713,0.772,2,-6.69,1,0.0372,0.208,0.0,0.211,0.88,125.202,230133,4
215,182,2Rk8fztS3B4ozeNjKtirHb,I'll Fly Away,Randall King,https://p.scdn.co/mp3-preview/cfdadf5d2af093609f08aca7b942e11cc180a40f?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.418,0.458,4,-8.592,1,0.0266,0.6,0.0189,0.109,0.204,78.679,232686,4
216,183,2TIEeLrOQrGnO2D2OeDDJu,Time Marches On,Tracy Lawrence,https://p.scdn.co/mp3-preview/3f697dc99692ba7f3c1f40d62d9272f15651b813?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.856,0.517,6,-9.232,0,0.0293,0.563,0.000164,0.144,0.479,118.399,185360,4
217,184,5fdhThPDe6jQQDqCyWrdAn,Jolene,Dolly Parton,https://p.scdn.co/mp3-preview/b128d8aeaf4b83dc9b15dee027ff07bd07cdeb81?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.674,0.537,1,-10.971,0,0.0363,0.566,0.0,0.131,0.809,110.578,161533,4
218,185,5j4hSQH0KaAc8f6cimnXIT,Fire Away,Chris Stapleton,https://p.scdn.co/mp3-preview/f13eccef74c6ac8b3b31e914c6ff9d91ecd74ff8?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.559,0.301,9,-9.066,1,0.0297,0.055,0.00979,0.101,0.177,116.123,244333,3
219,186,5ePiRipYivQM29vGNr3S1a,The Outskirts,Zach Bryan,https://p.scdn.co/mp3-preview/538573ea815e7a98f0d6fcd1b30df03629765f64?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.473,0.536,6,-4.139,1,0.046,0.737,0.0,0.156,0.508,140.805,198121,4
220,187,5lXX4SAV6HBaVnZ6sUQPNE,The Grand Tour,George Jones,https://p.scdn.co/mp3-preview/d3c9d317319f445153eab7c977bd56d494bdcc9e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.458,0.275,10,-11.498,1,0.0261,0.944,0.0194,0.271,0.449,88.718,187373,4
221,188,2VV9KHwOfrS7ZOEzPZJFLJ,If Heaven Ain't A Lot Like Dixie,"Hank Williams, Jr.",https://p.scdn.co/mp3-preview/85a29900da583de0c5daee3cbc9457f7bc3f8661?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.729,0.553,5,-8.983,1,0.085,0.266,0.0,0.0809,0.935,78.085,164600,4
222,189,2P8gH9zhQSvE7kmKdpwVgh,Silver Run,Cole Chaney,https://p.scdn.co/mp3-preview/3a6fb4ec7920ef0499e2f33d4cac3a3d8bf01167?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.48,0.448,4,-9.718,1,0.0303,0.823,1.89e-05,0.273,0.515,170.142,268507,4
223,190,5loHd8KKK93wxEOkgGU12Q,Jesse,Charles Wesley Godwin,https://p.scdn.co/mp3-preview/b9174d6ba27463c91aeac3aeea8be408542a7fdb?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.397,0.348,6,-8.322,1,0.0281,0.224,4.44e-06,0.126,0.297,140.786,231673,4
224,191,2P7FJqlrDyV1lSd1MwL26c,Hey Cowgirl,Randall King,https://p.scdn.co/mp3-preview/10306c1e4a0e3be4e2b0314d187dd598e46c1cba?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.628,0.648,8,-5.796,1,0.0236,0.00473,0.211,0.124,0.425,94.986,200925,4
225,192,2OmdWZzYSufueUptTzGven,Come Back Down,Flatland Cavalry,https://p.scdn.co/mp3-preview/f0400a89ab4fbc7b04f26e229f7b7cb01733969e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.496,0.506,0,-8.725,1,0.0284,0.00315,1.93e-05,0.277,0.347,141.874,208293,4
226,193,5nyHTS6RHdPO1R5BgqhbG6,"Dear Country Music,",Mike Ryan,https://p.scdn.co/mp3-preview/dfdeb35142c6880b8cc4636294d08080a72b5b5e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.561,0.636,1,-6.943,1,0.0268,0.0345,0.00253,0.111,0.325,81.989,205964,4
227,194,5oO04b2Tw12Ey5XVMXFqyR,Don't Blame It On Whiskey,Jon Pardi,https://p.scdn.co/mp3-preview/227f61daf0814446ddaf9a4c3fb417addc4f0ec5?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.591,0.577,1,-7.493,1,0.0269,0.391,1.81e-06,0.116,0.512,80.034,222984,4
228,195,2HH3IOe7C8XHMlk8kcJigk,"Mirror, Mirror",Randall King,https://p.scdn.co/mp3-preview/e41e91e744d025bd87f7855e567f5f2f8b430ea6?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.433,0.43,4,-7.77,1,0.0279,0.386,0.00066,0.0842,0.3,81.281,195507,4
229,196,2X436W4z3ZGBfzhVQbRtep,Poor Rambler,Sturgill Simpson,https://p.scdn.co/mp3-preview/17cb0e1694307663557e87b5701004ec15cc811b?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.486,0.979,2,-3.874,1,0.117,0.0133,0.000861,0.176,0.477,136.15,225560,4
230,197,5pvqWUXHwUfSH4CC03dPbN,1976,Alan Jackson,https://p.scdn.co/mp3-preview/4de36efe9329ade4e5912a1ba18a857ef828d880?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.75,0.442,9,-13.838,1,0.0296,0.09,0.000166,0.357,0.623,124.983,249467,4
231,198,2KfEpp0z0v9lDs04ZfQlBA,Empty As A Drum,Turnpike Troubadours,https://p.scdn.co/mp3-preview/fc9f91b10d130f1168aee4a6d5096bafcee06307?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.609,0.253,4,-11.612,1,0.0284,0.832,6.76e-06,0.0851,0.443,91.859,209347,4
232,199,2KYQ3NrpKTATXq0v1XtHoP,Easton & Main,Turnpike Troubadours,https://p.scdn.co/mp3-preview/79d7a8d29e666ad3d525ba6d316ea4dee3b5eadd?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.485,0.784,7,-3.397,1,0.0329,0.232,0.024,0.134,0.621,127.789,237627,4
233,200,2ZL60ZCuasf2zih8Nz7ISU,Big Iron,Colter Wall,https://p.scdn.co/mp3-preview/bf0ee4767cc3fd6362c08839c7951d93da4ba4c8?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.694,0.566,0,-10.608,1,0.0329,0.393,2e-05,0.103,0.723,113.158,264867,3
234,201,2KEu2z1f7TakR3KY4jGLzl,High Cotton,Alabama,https://p.scdn.co/mp3-preview/b052c32a8ed4158d82c3694729a60d22f321e52d?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.661,0.581,5,-9.67,1,0.032,0.423,0.0,0.11,0.863,91.11,180320,4
235,202,2ZXsvL9DO2MPv43Ay1IxgR,John Deere Green,Joe Diffie,https://p.scdn.co/mp3-preview/25d5070720a75c751f31ea865c931fcbcbcff238?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.685,0.817,2,-5.683,1,0.0298,0.15,0.0,0.242,0.768,130.41,273000,4
236,203,5qdQPrWmZv8xYhMJCDrdHF,Heartache Medication,Jon Pardi,https://p.scdn.co/mp3-preview/93e5205d00d01dada64c5e5f43193e4308cb2fb1?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.621,0.791,9,-3.343,1,0.0265,0.0361,0.0,0.143,0.734,95.075,209110,4
237,204,2HqCaO7BV010qXS5FuiTED,Long Black Train,Josh Turner,https://p.scdn.co/mp3-preview/29efcf2744405b97e6e65794068f16a93faa9a84?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.537,0.699,10,-6.615,1,0.0399,0.237,2.27e-05,0.114,0.814,84.905,250627,4
238,205,2HmMklpgK8vGCpJmPpz1yG,How Forever Feels,Kenny Chesney,https://p.scdn.co/mp3-preview/3b22339d9a4e90863d74764f8b17e905e4ebcc20?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.723,0.674,7,-7.427,1,0.0297,0.0986,1.83e-05,0.279,0.61,124.9,188200,4
239,206,2bif1HTYdTVgp2x29YKXmU,Half Grown,Zach Bryan,https://p.scdn.co/mp3-preview/4940bd8fc31c42c358a2e17605e56d0d888fc5b1?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.527,0.114,0,-12.912,1,0.0385,0.754,2.18e-06,0.131,0.154,74.004,207187,4
240,207,5tN0LIuQDapSFedlYJuG0k,Kate McCannon,Colter Wall,https://p.scdn.co/mp3-preview/80d605c74b54aff3c601452f750ed4d33b9e737e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.608,0.171,7,-16.822,1,0.0314,0.915,0.188,0.111,0.3,142.827,274081,4
241,208,5Qd3Iss7hDhWPjnbMA62r8,Stars On The Water,George Strait,https://p.scdn.co/mp3-preview/ca797a59f425dce84771f35b20c55bfdc714f4ea?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.608,0.556,9,-7.552,1,0.0312,0.338,0.000356,0.0308,0.574,127.304,221973,4
242,209,2kBamITd69LMvfYhkaSkaD,Right Now the Best,Zach Bryan,https://p.scdn.co/mp3-preview/54ed1436123491bd0e58c46002df3d9c3498d5a7?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.494,0.584,0,-2.478,1,0.0315,0.668,0.0,0.279,0.136,114.091,190033,4
243,210,65psGgzYoP2QNAfCEOSmBH,Stronger,Cody Johnson,https://p.scdn.co/mp3-preview/dd0d4f74c7b1288bb731dde4fa8cbef915c6c71f?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.454,0.7,1,-4.741,1,0.0379,0.131,0.0,0.183,0.446,164.176,194760,3
244,211,2uRVPeQbsEpRQD0DKr1WTo,Blue Eyes Crying In the Rain,Willie Nelson,https://p.scdn.co/mp3-preview/654d538fb9d8f9c8f99634a30f0f37e584cf2d32?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.626,0.04,4,-19.994,1,0.0405,0.928,0.00178,0.11,0.418,117.136,138600,4
245,212,5KqldkCunQ2rWxruMEtGh0,The Gambler,Kenny Rogers,https://p.scdn.co/mp3-preview/f68d3a1cd2f5888dcb5676f93f1acd3e21344dd0?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.671,0.501,4,-13.119,1,0.0594,0.342,0.0,0.194,0.86,87.04,214880,4
246,213,1ne9wOtDF2jM6Cm8WBkaER,Rocky Mountain High,John Denver,https://p.scdn.co/mp3-preview/fa823400d79048d7022369b8aee19894d18cd680?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.455,0.437,4,-11.411,1,0.0278,0.314,0.0,0.501,0.724,81.396,283640,4
247,214,6IBcOGPsniK3Pso1wHIhew,Forever After All,Luke Combs,https://p.scdn.co/mp3-preview/f567554645060dc7b98d805c539ffd91d9f0f060?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,232533,4
248,214,6IBcOGPsniK3Pso1wHIhew,Forever After All,Luke Combs,https://p.scdn.co/mp3-preview/f567554645060dc7b98d805c539ffd91d9f0f060?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,232533,4
249,5,6IBcOGPsniK3Pso1wHIhew,Forever After All,Luke Combs,https://p.scdn.co/mp3-preview/f567554645060dc7b98d805c539ffd91d9f0f060?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,232533,4
250,5,6IBcOGPsniK3Pso1wHIhew,Forever After All,Luke Combs,https://p.scdn.co/mp3-preview/f567554645060dc7b98d805c539ffd91d9f0f060?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,232533,4
251,215,5KiwfWPrwlAtoi6J8Kxvof,No Shade of Green,Flatland Cavalry,https://p.scdn.co/mp3-preview/0c39052793d29ee32f674f55cff2e07b458efa90?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.604,0.628,6,-9.4,1,0.0354,0.338,5.09e-05,0.118,0.49,109.011,181933,4
252,216,6IX9AJCSNoYfnp3kw1wU7K,Dallas,Alan Jackson,https://p.scdn.co/mp3-preview/b332eb3647358b424b4027fb7a3722c049abc4c4?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.656,0.597,9,-7.756,1,0.0299,0.0508,0.000944,0.12,0.669,154.52,164000,4
253,217,1mMLMZYXkMueg65jRRWG1l,When It Rains It Pours,Luke Combs,https://p.scdn.co/mp3-preview/f6c0acfe8b0468c1e23c077025e920dfeaa7325b?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027,240760,4
254,217,1mMLMZYXkMueg65jRRWG1l,When It Rains It Pours,Luke Combs,https://p.scdn.co/mp3-preview/f6c0acfe8b0468c1e23c077025e920dfeaa7325b?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027,240760,4
255,73,1mMLMZYXkMueg65jRRWG1l,When It Rains It Pours,Luke Combs,https://p.scdn.co/mp3-preview/f6c0acfe8b0468c1e23c077025e920dfeaa7325b?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,2.0,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027,240760,4
256,73,1mMLMZYXkMueg65jRRWG1l,When It Rains It Pours,Luke Combs,https://p.scdn.co/mp3-preview/f6c0acfe8b0468c1e23c077025e920dfeaa7325b?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,2.0,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027,240760,4
257,218,5KMWwtJv3Ll2ROZfMerQs0,Same Old Train,Marty Stuart,https://p.scdn.co/mp3-preview/508a80ab6052269089fe087c2ffd303543f401f6?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.353,0.601,7,-12.645,1,0.0323,0.0954,0.00975,0.117,0.377,107.548,361093,4
258,219,2tOOSmAWGNPMCUSFquZUtO,Oklahoma Stars,Turnpike Troubadours,https://p.scdn.co/mp3-preview/12ba7dc7a67b762ec1d6b378f78ed86b249ead6e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.365,0.562,2,-5.923,1,0.0303,0.348,3.43e-05,0.229,0.467,90.062,193662,4
259,220,1ltLXh9X0hJzQrRv3HGrLE,The Way She Loves Me,Cody Johnson,https://p.scdn.co/mp3-preview/3f2d8d540718e84c6ea422d4875c5b3997ebc1a9?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.466,0.372,4,-6.564,1,0.0271,0.88,0.0,0.107,0.279,141.898,208880,4
