,class,song_title,artist,id,mfcc0,mfcc1,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc2,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc3,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9
195,traditional,Sleeping Alone,Flatland Cavalry,7Jv0DExnLwItv5yVTBWelP,-168.69798,95.80608,-9.172131,-9.416881,-12.988658,-0.63757503,-19.922918,5.1905603,-25.13361,-0.12170041,-9.485569,-7.169746,10.296844,-10.912604,5.723883,-10.104932,3.7075512,-3.9864197,-6.4525375,-6.3537855,-8.281998,-0.9805482,-2.5393581,46.809097,0.907782,-3.8356218,-8.922149,-8.74134,-5.8364124,-2.1731253,-1.6671672,0.94477755,-4.0458775,-1.6631066,1.4423031,16.933954,-14.701949,2.3658693,-12.820897,-9.800091
196,traditional,Devil Always Made Me Think Twice,Chris Stapleton,3olGkpomYOWwRZsbFTZqiX,-49.858902,111.87558,-9.49775,12.315992,-6.4843826,11.2282,-7.967386,3.86785,-10.008396,7.2650704,-2.9749603,5.4763293,-13.691907,-6.667292,4.2471414,-5.3960276,2.5187323,-4.4556856,1.3339279,-3.6935434,0.861077,-3.6932104,-0.8667588,40.01805,-1.750048,-1.580994,-2.8788435,1.6893847,2.585016,4.0643053,1.9365947,1.519185,-0.6290373,-1.5623333,-6.4938884,24.020672,-5.0298805,8.108954,-9.894568,11.076806
197,traditional,Treasure,Cody Johnson,09XhG1jx1jq5yfcba1hgpN,-2.1713455,112.724434,-14.638675,4.769968,-9.640317,5.4493203,-10.429917,8.30172,-10.741329,7.349449,-10.289148,4.9158525,-12.548237,-8.510566,4.5794945,-9.529022,2.5939286,-3.0922918,7.2986965,-4.0330434,1.0865853,-1.7597547,3.3827686,30.882534,-0.4929616,-1.8011603,-8.039039,-4.1132603,-0.47028333,2.7481205,2.7250419,2.6606958,-0.27230012,-1.8697587,-5.4834414,11.496839,-10.799497,8.321433,-9.227816,14.024967
198,traditional,I Don't Need Your Rockin' Chair - Version w/special guests,Mark Chesnutt,3nKLfeoq3YedJIZqvRW3Qz,-71.9516,90.800476,-14.471814,8.747975,-9.270945,5.821958,-9.812322,9.225395,-10.673761,5.194482,-8.882035,3.2482162,-24.403908,-7.5253334,1.9718205,-7.1195064,2.8361585,-5.4193254,1.0408958,-3.8861334,2.2639368,-1.4248987,1.2652354,43.391205,-6.457729,-2.8800857,-4.375553,-0.56442314,-1.2704401,0.63449156,-3.1674945,0.51666135,-3.9953089,-0.40211472,-4.9477806,20.366142,-13.146205,13.78197,-9.029678,12.536099
199,traditional,Beer For My Horses,Toby Keith,7E2DqvnVtbIrFrL5X6YH9Q,-9.891979,92.874054,-12.414862,6.8788066,-12.496344,6.776696,-11.856549,4.892468,-8.189847,5.8430514,-12.009761,2.0054672,-20.11438,-5.69867,4.6790886,-7.3059754,-2.2724147,-7.1838183,0.24682711,-9.147269,0.85076535,-2.1333637,5.3696237,32.13028,1.5452547,3.6204445,-7.8705463,-3.3677688,-4.6839767,0.4330921,-0.2199981,0.40673327,-2.6015756,0.83564025,-6.9523954,11.865299,-16.57879,15.939608,-14.93471,13.758511
200,traditional,All Your'n,Tyler Childers,0fCwTrRNfoNk962ati8n2K,-59.011974,132.64047,-7.640464,6.6523848,-9.636329,4.6170144,-5.9735694,3.1687348,-7.4337373,0.42798433,-10.47541,-0.5630826,-16.577436,-3.3767076,3.8340127,-3.3900664,6.175692,-5.1706285,0.30737972,-3.7787955,1.5423087,1.0321109,-2.9171898,26.231358,-5.02728,-4.5472894,-1.8430015,-0.5059186,-0.8893748,-0.69838625,-2.194367,-1.7812498,-4.7119017,-2.921798,-12.384402,18.814148,-8.52413,19.470367,-16.670237,7.8173814
201,traditional,Where Cowboys Are King,Cody Johnson,3hheOcd8O9orTRsdzFYY4e,-1.3026326,102.80615,-15.784857,10.471543,-8.212097,7.691161,-8.689175,8.601747,-8.312888,4.614721,-7.517173,5.3081794,-23.078646,-11.55378,1.9676665,-5.9407134,4.065673,-3.077189,4.263603,-3.0643897,2.5322108,-1.8125616,0.5835689,36.01642,-3.9982316,-1.0257484,-0.8595207,1.7876877,1.678036,2.7677193,-2.7906256,-2.3045409,-3.1212788,-2.054698,4.728954,17.545372,-11.725452,16.118273,-8.886786,12.296206
202,traditional,Needle Fall Down,Charles Wesley Godwin,7KGk2u6biH9aZiHcpgSARd,-89.2082,106.52651,-25.022135,-7.1755877,-14.866621,-4.521132,-17.882145,-8.684527,-20.617388,-2.8613844,-13.10656,-5.8149424,-11.881652,-9.940818,-1.3624297,-12.679108,-6.144755,-2.2975292,-0.8426276,-0.23375851,-2.8675323,-2.2341263,5.185879,34.489513,0.11519476,1.3895061,-6.099125,-5.9780264,-6.4744825,1.8305411,0.2848115,5.242628,2.4970813,3.0012968,-6.970928,15.177689,-21.71379,-1.7053546,-13.00936,-5.3221626
203,traditional,Meet In the Middle,Diamond Rio,7lUE02KHkZM44BZgjCaWRO,-85.08356,91.83722,-14.818886,7.5679407,-11.310686,4.1530194,-11.658234,6.8417726,-10.331987,5.834121,-6.9221525,0.8226989,-3.7892084,-6.6704307,2.9544423,-7.5106726,-1.2227658,-6.942847,-0.0450939,-3.0753405,6.5872164,-1.2690717,1.4349283,35.707817,-4.4783735,3.448645,-0.53677964,2.2158625,-3.5063837,-2.9992437,-4.73442,-2.675081,-2.6318314,1.2322563,-16.689194,11.746456,-14.4027,15.036499,-20.42155,13.180126
204,traditional,Humble Folks,Flatland Cavalry,0gX5gQnH4q1b6ZGiqad4aB,-61.98689,120.269135,-13.875514,5.768254,-7.6102867,3.870216,-9.079402,1.4303699,-10.9193125,4.732297,-4.502501,0.81182843,-23.767088,-6.9106803,1.8410777,-4.078358,1.3287656,-2.7179856,1.0357518,-3.9116826,-2.462937,-6.5910864,-6.444444,44.29385,-4.066834,3.1584089,0.9208805,-2.5840254,-5.3423815,0.114880875,0.22593854,-4.0283294,-3.871777,1.0858754,-6.6881886,18.368189,-9.923045,12.052273,-7.7844367,7.4557886
205,traditional,A Country Boy Can Survive,"Hank Williams, Jr.",77dcKrzRUI02XjHd2okARp,-110.048546,104.5949,-10.006048,10.691381,-6.3147707,6.978292,-5.5065217,5.9414425,-11.450536,3.046574,-4.279749,3.6100578,-15.843778,-7.6113,2.2216215,-4.845984,-1.8129005,-6.8831067,3.6012943,-2.6619911,0.7732356,-5.6293044,-1.2022656,31.762783,-1.9022614,-3.103839,-4.8143215,-2.3563948,-1.813857,-2.5830667,-2.2198613,-5.1223516,-3.0700781,-3.0165493,6.1437945,14.945049,-10.062037,13.968883,-7.4051533,12.18982
206,traditional,If She Wants a Cowboy,Zach Bryan,3xxjOdeAwsrzwUY0njaiNS,-6.816021,103.98559,-6.768428,7.6653295,-7.9931602,7.386637,-2.3560495,8.070762,-7.3134727,7.091226,-7.3234525,1.8702109,-14.868751,-9.043508,4.3507776,-6.1692452,3.518424,-5.140317,5.418082,-3.0094025,0.48026064,-1.9580297,2.1619189,32.33777,-5.0340667,-3.7326007,-1.1325164,1.7338092,3.364536,3.387904,0.10065075,-2.087357,-4.7330503,-2.0927022,-7.0581045,23.261068,-6.1342163,21.169916,-8.263202,17.41768
207,traditional,Blue Blooded Woman,Alan Jackson,0JZGN7ASIqeSShQhrxhe0y,-29.877249,94.979004,-12.61794,8.224965,-9.527644,6.259384,-11.712627,5.388877,-10.690755,5.473346,-7.6318207,-1.5101286,-30.570234,-10.349201,3.4223077,-6.1609945,-1.0199115,-7.356532,-1.3403455,-4.3880157,4.41647,-6.536343,-4.698702,32.041103,-6.1788974,2.2514296,-2.5158825,-3.3752623,-5.6901646,-2.2823517,-5.887857,0.14731231,-2.5977364,-0.56312615,-1.4754922,14.287354,-16.551659,13.365844,-19.165194,11.772535
208,traditional,Tuggin’ on My Heartstrings,Randall King,4BosEYlL2JuVKY3775dY69,-15.890203,107.1749,-6.230004,8.966234,-4.951635,8.286042,-7.00378,9.435525,-9.623257,3.1741245,-6.8369436,3.2067547,-27.225245,-7.6121054,3.1214912,-3.1690714,4.509649,-4.1206036,1.5241892,-5.6346464,0.007088959,-2.513971,0.81615263,41.06366,-1.749587,-0.25834468,-3.0147846,-0.11728066,-2.1445873,-3.6953783,-3.7171075,-0.9684637,-2.173712,-3.7285898,3.5653954,21.54709,-9.173903,17.053917,-7.0999475,11.610078
209,traditional,Gone Gone Gone,Turnpike Troubadours,3aE2nVqi74IFBRdxusjb2p,-81.57671,98.00696,-12.865676,7.208837,-8.063474,10.052347,-8.979187,5.563832,-11.853369,6.2962894,-9.865139,-2.9358633,-14.31976,-10.89446,2.1162643,-6.4671264,1.2661403,-4.5553513,0.98059297,-6.5263114,0.7723213,-2.5866337,0.8633688,37.545418,-5.226352,-1.168543,-6.277629,0.23666939,2.8453934,2.672716,-2.951392,-5.155779,-7.1902995,-3.47925,1.875808,26.951015,-5.6706533,7.606149,-18.235426,10.277954
210,traditional,Ol' Red,Blake Shelton,5wane5dFpp8xgriui6y0c7,-78.23528,106.53098,-8.970383,5.95141,-7.4952583,7.7221603,-6.958408,8.357832,-9.544904,3.3226435,-5.6724625,3.0251591,-11.079809,-6.820608,3.296584,-5.6972566,-0.45645052,-4.997201,1.7134496,-2.5210721,2.700663,-3.4735038,-1.2741092,43.29102,-6.0134306,-2.2354777,-2.879141,-1.6715288,-3.100064,-2.7512035,-3.25595,-0.27567503,1.3197576,2.5719545,1.7648312,16.881231,-5.111136,18.113773,-9.279098,12.407224
211,traditional,Highway Boys,Zach Bryan,77OK2W45f7DEYgUEQs00PY,-106.049866,108.348175,-10.7283325,7.954714,2.0187042,4.052706,-0.16166824,4.6899333,-9.250196,2.7764244,-9.236291,-3.4213324,-2.0223415,-8.986799,1.129485,-5.159671,1.8139619,-0.34674543,4.354589,3.1891146,0.4115629,-3.5359545,-4.4905405,37.5242,-2.5121589,0.13792722,2.6723375,-0.38990265,-1.3493071,-5.9316974,-4.414587,-0.6141853,-0.29097047,-1.9283768,6.5118313,23.66493,-1.812554,17.789795,-9.22208,12.77078
212,traditional,Beer Never Broke My Heart,Luke Combs,7aEtlGHoiPAfRB084NiDmx,-1.836193,104.85623,-6.374926,9.983903,-5.8893814,10.792131,-7.7352176,5.2956805,-9.629904,4.2158976,-5.046564,5.068082,-27.04081,-7.100747,2.67806,-3.8772924,3.945243,-2.7532134,3.069675,-4.553795,1.2728606,-5.6015368,-5.5101123,34.70858,-4.8561144,1.8291316,-1.4028065,0.38363975,-1.4966472,-1.0015721,-1.1262237,1.0491909,-2.071805,-3.0973966,-11.035781,14.693437,-13.746737,18.55619,-10.983888,12.631738
213,traditional,"Luckenbach, Texas (Back to the Basics of Love) (feat. Willie Nelson)",Waylon Jennings,4WScDSwAa9m48pgHugVkCo,-129.35796,151.25308,-9.818726,1.3718038,-10.776423,-0.6312858,-6.0316195,3.7976494,-8.169733,-4.2057123,-3.5360527,-3.4829607,-26.016912,-11.493203,-5.9539027,-6.3016243,-7.6998544,-3.8855286,-4.2473207,-6.3812947,-0.54451364,0.3498414,-1.9090979,25.252611,-4.511869,-3.8810577,-1.8263404,-0.09978299,-1.5292661,-1.421893,-1.4362749,-3.6191747,-1.1179713,-3.0085073,1.699687,12.523516,-10.721213,5.811438,-17.882576,4.6762414
214,traditional,Highwayman,The Highwaymen,7jWbXvrgdbkajU8L28ahn5,-247.06622,142.41653,-11.0864935,6.5460997,-6.251457,5.9346166,-7.7055197,8.674428,-7.7082157,3.609462,-5.6224885,-1.8226535,-0.05272795,-9.731961,4.352328,-0.60386515,-0.25186715,-3.4168494,0.022016602,-5.694345,-1.8286178,-4.217282,0.7202531,26.757648,-0.9435969,-0.5492706,-2.9981787,-2.4864173,-1.9221334,-1.7130485,-0.50516194,0.5428657,1.288924,-0.6853891,1.8533762,15.662953,-11.021042,15.753601,-15.789081,7.334243
215,traditional,God Bless the Boy (Cori's Song),Cody Johnson,3otfuQ3trRADJcgovQdMNW,-14.404879,104.88499,-13.128695,7.4223604,-7.407579,4.3941407,-9.98961,9.8359375,-12.670211,7.0744576,-8.922927,6.77915,-5.253288,-10.330115,4.193683,-9.965452,2.0102932,-7.5751863,1.5403836,-7.311707,1.9349988,-1.3040313,2.1263375,33.336525,-2.8921304,-2.8153718,-2.894536,1.874006,1.1164377,0.25586727,-4.045095,-0.72138745,-3.053326,-2.6778905,2.8028736,18.094961,-9.300601,11.34136,-8.782702,11.103909
216,traditional,Big Iron,Marty Robbins,0AQquaENerGps8BQmbPw14,-118.122826,118.97859,-7.3320174,4.3176904,-3.977291,-0.2659438,-7.6399536,6.6912036,-10.324063,2.5521855,-3.4684737,-1.1544048,-20.697538,-5.0735607,3.9443676,-4.987807,2.4806936,0.68269116,4.2059193,-0.5055548,1.9847738,-2.2755754,-2.7576725,49.601315,-1.7376834,0.9092104,0.47118714,0.56818163,0.16586126,-1.645006,-2.4245594,-4.090544,-0.3236653,0.8414736,-1.1553802,9.42258,-12.11818,9.277979,-14.288065,6.6959867
217,traditional,Tulsa Time,Don Williams,0cThXovxrvU68JuzYUXhJT,-144.94237,144.83777,-6.992375,3.1033394,-7.870284,2.4067836,-8.470915,2.328919,-7.934032,-0.2061917,-5.9749765,-2.4898372,-15.371838,-5.0067616,2.5053706,-3.523276,-3.9508846,-5.2201877,-3.5895126,-1.9109926,-0.73582286,-1.5169089,-0.30815896,28.403563,-2.8232539,-2.2186065,-2.55002,-0.84254766,-0.885614,-1.3418067,1.0193435,-0.81145704,-2.7321782,-2.8557687,-5.4661365,6.72064,-12.2156725,15.075081,-16.632492,6.489786
218,traditional,Wild as You,Cody Johnson,4IZOdhEvXYWqh5XAXYzBk3,-9.353587,103.64767,-12.101175,11.472115,-6.8699636,9.262366,-6.668036,8.227315,-11.780473,3.509265,-7.632544,1.8865414,-32.584496,-6.7194743,4.978751,-7.390932,-0.15690665,-5.4061646,3.2081249,-5.188732,1.009445,-0.14422886,2.2783818,38.202393,-2.5935886,-1.0415765,-5.075241,-0.16269223,-0.9381383,1.0329007,-0.47205278,-1.4447647,-2.0842435,-0.9965922,-10.4117155,18.637226,-6.8615475,20.5785,-11.547286,9.164901
219,traditional,Understand Why,Cody Johnson,4ezCwgeG8vFDxvNtiUGMmm,8.122478,104.693825,-13.674585,9.974074,-9.0477085,8.857682,-7.7778926,11.539414,-8.3146105,5.498011,-8.032183,8.89575,-24.04119,-10.792972,2.587591,-5.3862085,5.034581,-3.7454808,3.5770314,-4.948622,2.7161927,-3.320788,1.7628077,35.76668,-6.3382792,-3.6655507,-1.3734802,2.400874,-0.23794079,0.50169575,-3.3253922,-3.3281689,-4.557822,-3.4307222,-0.34843138,15.957471,-6.8376956,17.096033,-6.7260447,13.514165
220,traditional,She's In Love With The Boy - Single Version,Trisha Yearwood,2ulBBx6YQ3qY3ci34RadtN,-61.183544,107.17047,-16.944403,10.835931,-11.818838,3.660406,-10.7123,5.142905,-6.7675357,4.6537538,-8.11758,2.2725923,-24.396475,-6.5347157,6.323157,-1.5071956,1.0693312,-6.024662,0.86355305,-8.736674,-1.0067838,2.8753076,6.546123,37.40003,0.54910177,-1.0760609,-1.2404034,3.102502,0.055360872,-1.103641,-1.5046412,-1.8186088,-1.3608605,-3.209598,-6.307205,14.374542,-13.624525,9.523122,-15.190898,12.634211
221,traditional,Rocky Mountain High,John Denver,1ne9wOtDF2jM6Cm8WBkaER,-105.89728,105.81919,-12.453739,1.3273274,-15.452839,1.096244,-6.8943105,1.3208812,-15.517984,4.3744326,-19.446646,-2.7665668,-29.262772,-5.1430182,-2.40977,-11.675964,-4.398768,-14.02245,-1.0286034,-5.4409604,4.5712624,-4.3085003,-2.0672555,36.415367,-7.72316,-4.4883084,-2.8585875,-5.1971493,-4.4139304,-6.9883327,-4.6457534,-5.2331414,-2.2743115,-2.9110398,-5.522872,18.919695,-3.3225832,9.78556,-10.04294,10.166873
222,traditional,Monday Morning Merle,Cody Johnson,5FYdyPcP06Xi0KBjF7re5o,-28.448341,115.94783,-14.127706,7.0608172,-9.112202,4.770973,-8.385832,6.1212125,-10.315672,5.434786,-8.066736,1.4542565,-20.565722,-11.561798,7.9342,-2.977856,8.476198,-1.3336415,4.473434,-8.243,-2.9538827,-5.932831,4.2714324,37.33662,2.9134817,-1.6312418,-6.7923737,-3.7921195,-1.3230301,3.0612898,-1.1959827,-1.5642031,-2.4126332,-1.5062311,5.996555,14.60373,-8.356436,12.346447,-8.644442,10.940828
223,traditional,Maggie's Song,Chris Stapleton,50QWBrZFAhD6N4B0tbfET9,-79.432785,130.39285,-4.4792595,6.9854293,-8.031682,5.739764,-5.4766946,8.528894,-4.5470905,5.437217,-1.3878077,3.5956242,-18.151583,-7.401835,-1.3710858,-5.448265,2.967108,-1.5372554,0.88988596,-3.5070317,1.0528092,2.8652265,0.113584064,43.575493,-8.935895,-7.8458,-1.4425507,2.8436844,4.364962,4.2049713,0.3549713,-3.3574023,-5.3042693,-4.8938437,-0.52950037,25.83401,-2.7322319,8.158281,-4.6792507,9.456731
224,traditional,Hurricane,Luke Combs,6xHI9KjUjYT0FPtGO8Mxa1,3.5388403,91.149704,-10.868335,13.302816,-10.514905,11.820473,-9.325298,9.071237,-11.944382,2.6417985,-8.858948,3.0786948,-23.784649,-10.768381,0.5713725,-8.808232,0.25179222,-8.539871,2.7312467,-3.6263387,2.0365696,-5.2096796,3.6791978,37.797287,-2.0766723,1.4773312,-5.901028,-3.8227146,-6.355603,-0.37389725,-1.9290164,1.551865,2.028979,3.2784457,-2.9063094,17.616163,-15.539188,16.219362,-6.6162443,16.039263
225,traditional,Eveline,Gabe Lee,6wgCah9IU4VP9zqqMSVxk7,-140.35074,112.71619,-14.752059,-5.041504,-15.202708,-1.9199132,-11.75077,-5.4181046,-12.574957,0.095995545,-16.128384,-1.600883,-16.44666,-6.4580026,2.3166304,-11.010711,-5.37427,-9.0813675,-4.5075183,-8.309413,-2.9520478,-6.2266817,-9.707184,29.071453,-12.234409,1.9239304,2.174014,-0.04812386,-3.4884439,-8.113235,-8.0709715,-6.0557833,-1.8015025,0.20077713,5.107022,14.58594,-9.900763,7.049371,-11.774801,-4.397577
226,traditional,Hello Darlin' - Single Version,Conway Twitty,6vmAgl2y9MpoZKrVUXrPe5,-189.39885,146.59328,-14.1502075,3.8527825,-4.830508,-0.18135358,-5.8606033,0.8576201,-12.474994,3.5792403,-4.5842614,-1.1764617,-25.42388,-2.2949824,0.75855094,-4.547654,-4.73977,-4.4601264,1.3078593,0.51747054,2.1562214,-2.7624311,-7.7565722,30.264433,-7.1207266,-5.946213,1.0353658,2.072163,-2.296001,-3.769365,-3.0725641,-2.0213997,-0.85214263,-1.8962977,-8.7579,2.3547997,-18.037233,8.415248,-18.627554,9.061573
227,traditional,July In Cheyenne (Song For Lane's Momma),Aaron Watson,0ywqLd4abMYGOyz36Iw72Y,-55.599205,113.97075,-5.5602927,9.957961,-0.16863173,9.126215,-10.795188,9.194305,-12.509861,4.625172,-3.838713,2.5942688,-17.897758,-0.09075805,6.6005926,-5.7079554,-4.134379,-3.8960407,3.3769145,-2.156743,6.54559,2.0386186,0.45586342,34.13201,-5.511972,-3.6343606,-2.1789665,-0.4877002,-3.550776,-2.9309661,-4.6770945,-0.955537,-1.7793256,-0.85392964,5.110495,17.987597,-15.574069,15.983228,-8.148323,13.185745
228,traditional,Broken Neon Hearts,Ronnie Dunn,4p3FGuE3sa95Oq8CUggOtg,-22.019747,103.29534,-13.634215,8.697984,-9.51953,7.853645,-8.892571,5.4969664,-5.473469,7.264322,-6.3464174,2.757731,-15.043552,-10.484782,3.9776807,-10.702939,-0.37670994,-8.658484,2.8620088,-3.4864736,-1.5955261,-4.4723682,-1.337496,42.759308,0.3060025,4.4045315,-1.7611475,-2.5583456,-6.6862435,-0.87519276,-2.864688,-0.89218676,-0.010505936,0.34294125,-1.1891656,15.66308,-12.227329,18.286867,-15.309092,10.790148
229,traditional,Louisiana Saturday Night,Mel McDaniel,50PU05RTGva8laKDwxED9Y,-51.237152,99.22638,-15.738605,8.618891,-8.388483,3.4552047,-6.910457,9.080593,-10.114246,6.3799825,-4.7676325,1.7809639,-32.646038,-10.757873,0.6252431,-4.9359527,-3.666542,-0.36392453,1.6345422,-9.130551,-4.004596,-6.9009256,3.3864415,45.3395,2.7442555,1.8564172,-2.7165346,-8.221739,-2.183805,-1.257659,-6.4917326,0.86692184,-1.742895,-7.6808605,-16.867796,19.37837,-14.559304,9.1580305,-12.749882,9.400703
230,traditional,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,2fDHuS1PTkHBbCWWZF1ph9,-132.9918,95.54538,-8.717597,6.079647,-7.781406,6.096852,-10.167188,0.60277724,-8.58741,4.4328637,-7.7702446,-1.2174363,-31.309078,-7.972537,-2.9645371,-6.45488,-1.6229274,-5.0246544,-1.2986145,-4.387037,0.2552119,-1.6760069,-2.160408,52.463512,-4.66479,-0.7710733,0.46722373,0.3179323,-2.2038221,-2.8910775,-3.5211549,-1.6274418,1.9686327,1.3788834,-7.3417425,22.064402,-11.622569,16.35284,-7.841364,15.779832
231,traditional,The Problem,Randall King,3I1WK3t10NXUecW1mEwKkT,-35.387337,96.90236,-9.00495,9.908545,-8.289863,7.0846176,-11.089689,10.300392,-9.3334,4.4388733,-4.4723606,1.6907059,-26.912937,-2.3149545,1.6316946,-6.8011684,1.4487481,-6.008557,0.99253786,-2.8529696,0.9862724,-0.050654408,-1.5248406,40.666058,-6.8434086,-5.748499,-3.511032,-3.0182998,-6.0331926,-2.5592217,-3.5017576,-2.1128125,-2.2382069,-1.214332,-6.454738,23.8113,-8.079969,15.438805,-6.6135497,10.9223585
232,traditional,Starting Over,Chris Stapleton,3TNSVsiFngfe68UJpMq1oS,-78.83509,109.198166,-6.957575,10.253952,-6.3954754,5.975085,-11.401227,3.9137926,-9.180335,4.025994,-10.241166,3.0913448,-4.129765,-5.545125,7.134276,-6.1984124,-2.4167204,-5.687771,0.32463068,-6.707606,-3.3581278,3.068998,8.053848,39.200035,3.432669,-1.6560466,-8.410676,-5.193299,-3.559866,-2.9715989,-0.82619476,0.36381513,0.12575643,-2.3044784,-11.238003,23.586607,0.15471937,7.1379614,-2.9947689,12.75119
233,traditional,High Cotton,Alabama,2KEu2z1f7TakR3KY4jGLzl,-91.50186,107.9799,-9.222782,13.265932,-10.423458,6.286419,-5.227932,11.605799,-7.6505737,5.400266,-4.093545,3.8947392,-19.427383,-4.5081744,2.9525177,-8.350592,-2.100914,-3.2791457,1.4308448,0.17959666,-0.9783577,-4.1256065,1.2973206,36.41799,2.2733989,4.99571,1.0858485,-1.7182733,-3.766674,-4.7346125,-1.5810589,2.1797223,1.4804847,1.5733212,-3.1392527,18.826548,-11.914677,14.011407,-12.812451,11.342958
234,traditional,Designated Drinker (with George Strait) - A Duet With George Strait,Alan Jackson,1LFlvMkcTuo2TGatsAofqd,-64.50421,128.75926,-11.251317,9.472966,-4.065855,5.356564,-4.561332,8.108403,-9.131875,4.03095,-4.971985,1.7087028,-29.677723,-9.937857,1.0357263,-6.109338,1.2655624,-0.8405749,3.257885,-1.5681722,3.0983622,0.05015335,0.7506208,36.36614,-2.3528037,-1.7435005,0.85925376,2.8451328,0.4957034,-1.8276515,-0.46871316,-0.5849018,-2.6784456,-3.2354252,3.807649,8.621958,-9.899836,13.877978,-11.070664,16.174051
235,traditional,1976,Alan Jackson,5pvqWUXHwUfSH4CC03dPbN,-130.24937,118.10691,-12.45005,8.411018,-5.1827517,6.9427752,-8.058432,11.896252,-8.596563,4.6661754,-2.9553812,4.5976067,-15.336769,-8.03436,3.7585683,-3.636149,1.9762651,-3.7861056,4.117518,-1.8935016,1.7516876,-6.339734,-1.8085527,36.597813,1.0912036,4.9033976,0.2479625,-1.0435097,-2.1970809,-2.1697042,-4.2999105,-0.96660775,-1.9729767,-2.7461042,-0.48079434,12.8797865,-5.7359047,20.363008,-14.235775,12.706112
236,traditional,Monsters,Eric Church,55UCRHfezMCFfbGy0tfjTG,-52.98672,102.433426,-14.252328,5.632306,-11.524176,4.8308024,-8.883455,6.322971,-7.3779507,5.734747,-4.4970093,4.366164,-20.192207,-10.261505,-2.2260263,-9.420767,-0.3070963,-4.359547,0.7800945,-3.464969,-1.307787,-5.4447503,0.32883823,46.37659,-3.2902179,-2.2576299,-7.579162,-5.4486113,-2.3073251,-0.33715868,-0.99680775,2.4184897,-0.3741176,-4.8406415,-12.400433,19.472456,-9.888001,7.5641766,-11.10995,8.666361
237,traditional,Me And Jack,Jon Pardi,6dHvwnHL84SuSbzzzZGbVP,12.556089,98.88571,-12.323363,15.323221,-14.5566845,11.58027,-8.73454,7.49438,-13.756603,3.9701498,-7.612814,-0.531274,-29.562168,-8.395809,1.9486122,-5.1568103,3.5737233,-5.232363,1.3154371,-0.9082215,3.2815475,0.44189605,3.7354567,36.888447,-1.4256961,0.43130097,-3.4814816,-0.56417185,-1.1369044,1.3820827,-3.4101899,-0.3389431,-2.4962463,1.9673377,-14.521384,14.565475,-14.039225,9.584376,-9.522471,9.214361
238,traditional,Long Black Train,Josh Turner,2HqCaO7BV010qXS5FuiTED,-23.07638,109.127914,-16.877066,4.9597483,-5.9175706,5.087137,-10.372866,7.5028667,-9.442227,2.2206392,-7.9039187,2.0653627,-11.845559,-10.402915,3.4715505,-5.914188,2.4181452,-5.2222342,4.304168,-6.1326194,0.5153271,-1.4329695,5.790978,43.32585,-0.5957264,3.1979704,-6.149184,-7.0948277,-4.8970847,-2.088931,-1.2635995,0.78308564,0.77687836,3.6077378,-4.353509,11.57132,-10.6914625,15.467412,-16.818365,13.522044
239,traditional,How Forever Feels,Kenny Chesney,2HmMklpgK8vGCpJmPpz1yG,-47.175503,80.33264,-12.727279,5.468589,-10.333009,5.4438305,-13.368412,8.771763,-13.213798,8.867632,-9.941119,2.9515457,-10.708547,-9.542858,3.7835867,-8.851196,6.7080827,-3.9867744,1.9284548,-6.5939555,0.73436326,-5.029762,2.9801936,41.42104,-5.802593,-0.53103906,-5.3294034,1.7004297,-1.519815,1.6417546,-3.4676642,-0.7987631,-4.5690928,-2.2640362,-3.6456866,12.995075,-9.117047,13.879622,-19.348772,17.34473
240,traditional,All Time High,Jon Pardi,3TEbThqomZVo8Fpe5TiWfW,35.56464,99.17402,-12.7944355,14.315614,-12.051807,10.54717,-10.153659,10.206783,-8.504521,8.592699,-4.4892116,5.985101,-26.563202,-2.8654199,5.909337,-3.4327645,4.771204,-2.7191477,5.6291943,-2.215662,2.8348305,-5.039915,3.383817,25.310528,2.048291,5.956518,-5.9423957,-1.5006628,-1.9479296,2.3558962,-2.370604,0.1846849,0.45842522,3.7829785,-10.75706,23.845352,-11.5001545,17.224045,-5.1777616,13.000839
241,traditional,Way Down In My Whiskey,Alan Jackson,3TT4T4CqvOcKXNjMFu5rLA,-141.90373,145.01137,-5.3603177,2.8510382,-6.214079,2.147086,-7.696958,7.0715265,-8.207596,4.6191373,-0.7517705,3.4179294,-14.637762,-6.4690795,3.772479,-6.3583517,-0.17619433,-2.8898559,2.2642875,-0.30843276,0.17783606,-3.5212228,1.6831565,30.620857,2.0213308,1.0085582,0.24068023,-2.984043,-4.87655,-0.7073572,-1.2508929,0.76573175,0.89517224,1.2526408,3.4354517,10.806329,-5.998257,15.935562,-9.766189,5.5686374
