,class,song_title,artist,id,mfcc0,mfcc1,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc2,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc3,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9
0,traditional,Amarillo By Morning,George Strait,4TnUKixNWMfajncgdSwFoi,-135.18515,104.02468,-9.363051,11.191999,-6.687014,6.136169,-4.693755,6.2253323,-9.998153,5.1235867,-9.599457,0.80323756,-20.562006,-8.3864765,2.0368867,-9.183359,-0.9167387,-4.9203014,0.5801043,-3.5678556,1.7938637,-2.1723175,-1.970312,33.220333,-4.738715,-1.5928638,-2.8075316,1.9391457,0.23416445,-0.58320075,-3.7893982,-0.19310947,-0.3516034,-0.4164868,-9.573008,18.8504,-7.869511,13.100018,-17.027992,13.382063
1,traditional,Dust On The Bottle,David Lee Murphy,0Xg68XXMRWzKQvD5S6BFvI,-84.161194,78.854645,-9.368034,10.582238,-9.677765,8.474355,-12.953914,5.821068,-11.259188,7.8939295,-8.523567,2.8409827,-21.721392,-7.0424776,3.9389534,-9.088712,6.4896812,-5.4363804,-0.3578511,-4.0001135,6.0042243,-0.101474985,5.363542,27.064348,-5.545334,-3.7791064,-5.5304384,2.3487926,1.8205631,3.3229082,-2.2378795,-2.5970879,-2.5198522,1.3093443,1.4881692,18.707312,-14.884079,19.520359,-10.103744,16.727943
2,traditional,Song of the South,Alabama,2uX5f3x2cObov0iDAPln4o,-28.912786,89.49197,-9.468133,11.1554785,-11.1191025,5.287623,-8.009061,7.267649,-11.376176,1.1018772,-10.080456,3.238369,-8.492714,-7.5093575,4.407541,-3.446561,-1.0489234,-4.7966046,-1.6132132,-3.226215,-2.097192,-6.020516,-0.31994396,30.477636,-0.89093745,4.9917727,-0.115292445,-0.24871413,-4.260224,-3.1212683,-4.978655,-1.1942635,-1.4257609,-1.3631512,-17.181406,18.752203,-14.652349,20.00728,-12.046756,13.179341
3,traditional,Must Be The Whiskey,Cody Jinks,6VChAU4QENeLwf3OaHBJxC,3.6143546,102.380005,-6.93506,11.114397,-7.05841,8.610462,-8.715465,10.140284,-8.266826,5.1392827,-4.8219147,6.4050603,-34.32954,-7.863847,4.5767193,-6.0114217,-0.46296528,-7.2630916,1.9781549,-5.7838454,0.83654934,-4.172297,2.1772227,28.415327,-2.1205215,-1.2514316,-5.54635,1.1623625,1.3935444,2.4188974,1.2526957,1.3460823,-0.39578244,-2.2352908,-3.2419202,16.219229,-10.397497,20.578775,-8.799915,12.789948
4,traditional,Little Bitty,Alan Jackson,2IY559smG7SXYk229NA2Vl,-44.001984,81.137726,-8.171578,12.365984,-9.470945,9.089442,-7.989546,10.119598,-8.714499,11.609484,-7.7745585,2.4075663,-17.354897,-6.6702523,9.316229,-10.740881,-0.39683476,-5.65949,-0.7048357,-5.1119323,5.62145,-2.4861646,-2.1524763,37.89481,-7.816264,2.4968822,0.76998997,-0.75921845,-4.7853956,-1.4858769,-5.5557437,-0.19381459,-4.99469,-1.3409455,-5.1536636,12.110589,-10.331416,16.249416,-14.853097,11.989281
5,traditional,Your Man,Josh Turner,1WzAeadSKJhqykZFbJNmQv,-21.948475,120.406235,-16.650034,5.5684977,-11.882586,2.0918994,-8.990725,8.197018,-7.845446,0.2858295,-10.237556,0.14451878,-14.672865,-13.143346,1.4698049,-8.294455,0.17252135,-5.525225,0.9953069,-5.210357,-1.6444389,-2.4670897,-0.16199873,37.303665,-3.989434,0.14523892,-5.192001,-1.7297586,-2.78353,-1.0102974,-0.62189966,2.561461,-3.578926,-3.3267846,1.323759,12.075015,-10.629175,16.64405,-13.502154,10.733917
6,traditional,Neon Moon,Brooks & Dunn,3EUl8M6SzxZl03NPkB8mUd,-68.4318,118.48295,-13.650141,3.4324465,-11.690974,0.3223676,-9.891191,4.7725925,-13.242706,1.6884068,-6.6941757,0.6107475,-17.100794,-7.5218744,0.33560133,-9.518436,-1.7783248,-1.9888071,3.230886,-0.78626394,-0.8512838,-6.5652785,-2.2361352,40.054447,-1.6274337,-0.76616716,0.07370888,-1.6293758,-7.1886325,-5.0519,-4.814042,-1.0563118,-2.758786,-2.434492,2.3643992,9.591139,-10.065198,9.279614,-17.528448,8.94462
7,traditional,Chattahoochee,Alan Jackson,59kHPbwyyCApYA8RQQEuXm,-79.32034,103.409805,-10.34793,3.5287428,-6.509918,6.3396697,-11.036288,6.9275875,-10.153205,4.524873,-8.885308,4.263607,-23.235529,-8.931304,3.1519623,-9.470399,-1.0684224,-4.5246725,1.8655134,-0.18047637,4.921581,-4.4560122,-2.8530526,42.79611,-4.8392053,2.447872,-1.796224,0.8799943,-2.7475352,0.45174313,-2.814084,0.486075,-1.117127,-0.6490467,-0.021218268,9.016168,-11.76766,15.235028,-16.057037,11.679818
8,traditional,It's A Great Day To Be Alive,Travis Tritt,3oW6SWwGqiZSPTiAp7ZQoH,-15.657188,101.815285,-12.456021,8.629539,-8.429244,11.150407,-5.3118,13.676029,-4.816579,8.782863,-5.3011284,3.4272091,-21.623749,-9.185727,2.9426885,-3.291847,5.628167,-3.7798924,0.13692267,-7.4260283,0.21760437,-3.3880823,2.0458262,39.335144,-3.154535,-2.6058655,-5.4803925,-0.8314128,-0.75389725,2.9493303,-6.0393004,-5.669609,-5.6672554,-3.9834237,-9.329486,18.345362,-14.830758,14.6754875,-9.687872,12.7597685
9,traditional,Head Over Boots,Jon Pardi,4ly1QBXEwYoDmje9rmEgC4,11.716727,101.18161,-7.758779,13.31949,-11.917121,9.019749,-9.39756,7.9576283,-10.382442,6.9074283,-3.45604,2.362917,-19.493387,-7.9532075,3.3405702,-3.635498,0.54792523,-6.557386,1.4533695,-3.2369068,1.6070464,-1.7191552,1.6195724,41.15802,-2.6481953,-0.18903859,-4.0212903,0.28862563,-1.2417234,0.7568838,-2.105675,-2.766515,-3.0185766,-1.9419494,-11.7957535,22.800478,-13.765914,14.405136,-10.636229,8.1332655
10,traditional,Write This Down,George Strait,1TanmIWbaUj5NVwJ3k4XPd,-66.112816,113.41776,-12.6412325,9.687172,-7.173306,6.878196,-5.091775,9.021173,-8.003526,6.5472984,-6.1873364,4.162941,-21.640362,-7.6958733,3.3485997,-6.7585397,1.9707435,-2.1405177,0.4728857,-3.4224768,0.9385571,-1.2230455,0.88373953,40.336456,-4.094812,-1.0521506,0.8739474,2.1428964,-1.4046632,-1.6016018,-4.06283,-3.3379147,-2.0244315,-3.258569,1.6325336,18.896805,-7.098049,16.422375,-13.362843,14.0729065
11,traditional,Gone Country,Alan Jackson,1A0I5aiVZRwecRlbQcweBh,-65.42818,107.57568,-12.1570635,6.994151,-11.481424,3.17269,-5.459284,10.293283,-5.9516373,9.238325,-5.81822,2.7605007,-15.699031,-9.413602,3.7128112,-8.784273,2.8622272,-3.5804212,3.6865714,-6.0702686,0.86933714,-4.364984,2.2959068,35.545868,-4.66508,-2.4764674,-2.9677029,1.6219475,2.721037,4.5753126,-2.7340977,-0.9798093,-4.824381,-4.167377,5.4644985,16.777534,-13.023311,18.989159,-10.920838,12.048037
12,traditional,Boot Scootin' Boogie,Brooks & Dunn,7Fq9RwQxSn3kW85PrDUf0M,-22.026363,108.105774,-13.528482,5.8335037,-9.634534,1.0734711,-9.931697,5.3320174,-9.500788,3.2640612,-7.5991473,-2.1577528,-30.795086,-8.90502,1.1948156,-6.890012,-0.513434,-3.5066092,-0.3808555,-5.486536,2.4416428,-1.6309314,-0.7698104,39.668175,-2.6004364,-0.7885951,0.9443944,1.225293,-1.5495855,-3.33201,-3.8640907,-3.0017529,-3.1194787,-0.0014782248,-5.9804606,11.8197565,-7.1181083,18.35746,-13.845966,9.251716
13,traditional,Shot Glass,Randall King,1GwfKxtZb6JAr9lXa7b383,-33.705276,120.299515,-11.702811,8.210271,-7.17087,5.7546244,-6.971717,7.273108,-6.3412857,9.449739,-3.9670334,0.44272634,-18.115479,-9.054261,5.6724095,-4.5869913,3.0388424,-2.2858815,2.0098476,-8.89288,-2.4024863,-3.0375369,1.5689605,37.924843,-0.6995904,-1.0820129,-1.4015014,0.5391398,-1.3317875,0.22770946,-0.089005746,-2.1425242,-3.0179815,-4.1485853,5.243005,12.8647175,-11.533241,12.964327,-6.2316556,8.615072
14,traditional,Summertime Blues,Alan Jackson,3hV8Gvijx6cVv339o3uCSK,-68.46574,95.07254,-11.934907,11.25742,-6.0359845,4.685029,-9.353624,9.121797,-7.380181,7.690112,-4.7921643,2.2312655,-10.407537,-9.534106,3.8090405,-8.541451,3.3842475,-1.5499597,3.2872496,-4.527645,3.4562652,-5.7597976,2.1707907,39.634144,1.2136,0.8029516,-3.4138973,-1.1764418,-0.70747775,-0.47874725,-2.3764966,-0.69846714,-1.5435584,1.0261948,-8.860286,17.95005,-8.759693,15.454141,-13.599168,11.596966
15,traditional,Check Yes Or No,George Strait,6iy4PoAuZBMvtrlDX4VxC7,-105.48156,104.93248,-9.690102,10.134476,-6.69402,4.905839,-6.720499,8.715236,-9.954902,6.9938574,-4.246509,2.8322191,-14.873697,-8.901304,3.003964,-7.295247,1.1817349,-0.8586697,6.9516096,0.43330586,2.8313978,-3.4652014,-1.278019,41.127747,2.4933548,1.3720391,-2.342024,-2.9423163,-4.1568284,-1.0633504,0.7539535,1.8131539,-0.906198,1.2642919,-2.0091987,16.915363,-7.579613,15.970153,-11.451819,16.12376
16,traditional,'Til You Can't,Cody Johnson,13rC4iKtfQocWIfzPOJxaT,-5.797283,92.358215,-14.140498,9.139908,-8.172487,5.8708153,-14.087888,6.113379,-12.449053,6.785699,-7.785058,7.142404,-11.982059,-8.634665,6.859885,-5.231719,5.7070775,-2.7113452,3.406489,-4.3105273,0.53240436,-6.709754,-3.5216439,30.111944,-1.5381615,4.065767,-0.022731202,0.7475631,-3.3213105,0.407428,-1.609935,-0.67984957,-1.7198668,-0.55201185,-0.7013227,15.635037,-10.248867,18.021135,-9.309741,13.68355
17,traditional,Shake the Frost (Live),Tyler Childers,19MkwMrRjO7773zpuGss1o,-132.94395,124.694855,-16.161966,5.6860504,-7.7881556,-6.2515697,-8.386709,-1.8987534,-15.793834,2.43469,-14.326958,1.2757281,-0.19255231,-10.064466,-7.0153637,-9.9886875,0.7755658,-7.4215612,-0.42414138,-8.253033,-8.395466,-6.4672503,-0.32768637,33.414917,-0.2808661,2.039299,-4.7675653,-3.7028723,-3.4365294,-5.8606496,-2.3530104,-0.76520795,-1.2026157,-3.6797612,-4.5701227,8.871514,-5.3667226,6.2203727,-17.305893,5.147581
18,traditional,Should've Been A Cowboy,Toby Keith,18BajNiyvH6GpYshB0unrm,-7.421887,87.10512,-11.696663,9.88226,-9.4073925,7.7420316,-13.415931,5.929791,-11.070335,0.278303,-7.1549816,2.0927281,-17.297794,-11.842443,3.0109115,-5.015442,2.9236975,-3.1880524,2.8648596,-10.098041,-0.5469014,-0.9911152,2.2571137,28.584145,-4.3458953,-1.7484148,-5.653535,4.086093,1.3594917,4.2854223,-0.56311095,0.11919755,-2.9269748,-0.6821137,-4.911884,21.955616,-12.907511,15.451888,-18.253826,10.652817
19,traditional,Traveller,Chris Stapleton,178OI1A3qjROeFeh8lmNwW,-56.75209,106.89048,-9.075626,8.525755,-12.383445,-0.0144955665,-8.176464,5.021837,-10.494893,3.1941378,-5.6719065,6.436938,-24.353281,-3.5448177,4.398935,-7.0284457,1.027418,-6.3175387,3.773568,-0.20280962,-0.99383396,-9.249295,-1.9192917,37.745945,1.0211964,3.807379,-3.4220552,-6.9448047,-5.701977,-1.2625818,-1.0149897,1.486765,2.0918555,4.6518707,-5.405617,27.170393,-2.1184971,7.21008,-7.854291,14.982256
20,traditional,On My Way to You,Cody Johnson,3OjNkFFZavF89xvRqWCXmU,17.26736,110.79568,-15.299619,11.766898,-8.622772,5.710201,-11.45483,8.264829,-7.375699,6.319234,-6.6027355,2.1205924,-28.931786,-8.292294,4.8880568,-5.5559173,3.6975951,-1.8455794,4.886593,-2.5246325,2.7689862,-7.3807144,-4.502768,39.79108,0.6179266,4.6732116,-0.7308477,-3.939435,-4.2724586,0.21885091,-0.4380805,-0.9194131,-1.6988276,-1.4372921,-1.1500442,15.364941,-9.750468,17.64561,-10.029265,13.428815
21,traditional,The Devil Went Down to Georgia,The Charlie Daniels Band,383Xl5QTigwj3QiA3Qc6S7,-55.17756,81.21183,-6.243688,14.821749,-13.015351,4.761877,-10.910953,7.6979027,-12.287517,4.361065,-9.080855,4.5062346,-13.453564,-5.4682007,6.4675035,-5.282682,0.13491458,-11.13471,-1.3708813,-7.64595,4.0610824,-5.3919415,-0.056129314,31.63955,-2.4207647,3.8492155,-2.1296883,-2.7525554,-2.606834,-1.0034027,-3.6698613,1.6647837,-3.2730582,-0.7326323,-9.932153,16.998867,-11.618701,17.80731,-18.2904,15.738531
22,traditional,Would You Go With Me,Josh Turner,1KhrAWvLIjRlQIJtSTgvsi,-2.8113425,106.2104,-14.258479,6.9305825,-8.310151,5.8677106,-12.648563,4.858446,-8.726121,3.3022106,-5.0654817,2.9379597,-8.766437,-11.977284,4.868692,-8.461746,2.0491471,-5.1737614,6.2088947,-7.4593034,3.264978,-1.739596,2.730145,39.538445,-1.8068873,4.1668563,-5.2566657,-0.2102346,-0.6569627,2.3453426,-2.766865,0.53625643,-2.420107,-1.0724814,-2.173315,8.819616,-15.203396,13.811133,-14.831439,16.439089
23,traditional,Caroline,Colter Wall,7rwKNqgVO0OfdOLNSKfYR4,-166.1202,126.861176,-14.492146,-0.22361845,-17.477316,-6.253157,-14.515321,-3.4998617,-13.832494,0.71163046,-7.23276,-3.4260397,-17.817001,-12.224137,-1.1779912,-13.239063,-7.762494,-8.99628,-5.993398,-10.025517,0.2606946,-7.616671,-2.202454,27.347578,-6.5673814,-9.214926,-7.5104737,-2.6513417,-4.591113,0.06776842,-2.3412893,-0.9847034,-1.6068716,-3.1440566,9.352311,19.188896,-6.138699,7.4849267,-18.611462,-2.8525777
24,traditional,Carrying Your Love With Me,George Strait,7puxIVNdj5nsBJk43zM3bH,-97.90871,115.18273,-9.596959,10.413258,-6.9032955,6.8414984,-3.3714497,11.786659,-8.273409,5.702599,-7.4276605,-0.019572066,-20.331896,-6.507749,2.3186486,-9.864064,2.415457,-3.330427,0.24471404,-3.0516593,1.3376185,-2.765749,6.744332,44.087418,4.738642,-2.1257188,-6.180412,-5.093902,-2.5674965,-0.42971215,-0.0065637357,-0.85628366,-3.5524638,-5.0342455,4.3774614,19.887339,-11.315195,17.273096,-10.959468,14.307304
25,traditional,Brand New Man,Brooks & Dunn,75QTZG8XFYKb0HQIwgCzNE,-17.9766,109.76995,-7.3457294,6.7593565,-8.9095125,8.81088,-10.699102,8.102097,-9.165444,5.0247025,-5.245931,1.4400359,-36.16955,-10.539212,3.1411831,-4.528061,3.462012,-2.007815,1.240651,-8.54146,-2.2230155,-4.411958,0.36760575,39.571354,-5.0715995,-5.393765,-3.5399456,3.3768473,2.8927422,2.2374337,-1.2444658,-1.807373,-4.2483573,-3.5764832,-0.23255831,20.034565,-7.537489,17.603954,-12.761706,13.015344
26,traditional,Ocean Front Property,George Strait,4G9eIyEcVwLoG7kYNFpSII,-141.93684,107.900444,-15.499099,8.50976,-6.930062,2.3183079,-5.619576,6.07387,-10.702723,6.0420966,-4.223936,2.818749,-26.636501,-11.580318,3.2547512,-7.418285,0.16234507,-0.61583704,4.2651877,-4.558977,-3.0486174,-5.187943,1.5153428,35.665024,0.3401188,-0.91138774,-1.999576,-2.2713406,-2.1859105,1.7865149,0.67901224,-1.6864731,-2.2155266,-2.67197,-3.5944874,11.147612,-15.190786,15.491949,-15.143609,14.258293
27,traditional,Let's All Help the Cowboys (Sing the Blues),Colter Wall,5TXtn8dOWu3E68OuLC6xLo,-134.89334,133.9074,-13.985421,-2.4064808,-13.165741,-1.8558686,-11.216044,-4.765818,-10.008455,-4.4842353,-4.8461432,-6.0379357,1.7437983,-7.3968835,-8.886125,-5.500527,-3.619254,-5.1646132,-0.92957807,-6.27248,-5.109246,-8.385957,-5.3279805,30.859495,-4.4598837,-4.5151663,-4.838586,-3.5378313,-3.5114844,-3.3582277,-4.5320067,-3.2649477,-3.2636719,-2.2582083,-7.0758815,13.87393,-17.503824,-0.60344326,-15.604006,-5.1367965
28,traditional,It Just Comes Natural,George Strait,2DmBuFsXx1Pd5FHrMF8PD8,-3.9239173,112.625435,-13.480533,8.868299,-12.1500025,7.2027416,-6.7344527,6.792026,-7.9696283,8.117302,-4.8446403,2.2987695,-28.365173,-8.18103,4.593333,-6.842417,0.795623,-5.0967226,1.6963516,-4.8967786,1.7735634,-1.1613106,4.0721574,44.91087,0.41049677,-0.67714006,-5.395069,-5.617375,-3.253647,1.5592164,-0.57143587,-0.13635169,-2.7375224,-2.837492,-7.024228,18.411453,-17.058805,12.571531,-12.760975,12.536987
29,traditional,Here For A Good Time,George Strait,11OFYsUK9EVJsQ6nutH32M,-34.02813,116.84747,-12.038518,9.676104,-6.89403,8.157518,-8.392434,9.600438,-8.055269,4.0518265,-4.3096566,4.658819,-20.610134,-9.8466,3.1466267,-8.324882,-0.08660929,-2.3341234,2.344187,-6.71794,0.9827558,-3.804754,2.28767,44.2487,0.73247856,0.11930028,-5.727907,-1.4961673,-1.4477952,2.3567133,1.2044383,1.4935018,-1.2286482,-2.3916612,0.326083,13.163902,-10.477614,14.5807495,-17.136827,11.136349
30,traditional,"Burn, Burn, Burn",Zach Bryan,5jfhLCSIFUO4ndzNRh4w4G,-124.3342,141.81784,-10.130359,10.199905,-1.5691011,1.3629576,-3.3687544,3.7686908,-6.296903,8.698593,-8.297139,3.6883783,7.154576,-4.703199,8.297699,-0.9516766,4.079328,-3.4994104,-2.634098,-6.404728,-2.1684427,2.943235,5.254118,38.44797,1.4019158,-6.033867,-3.6118724,-1.2709124,3.7324898,3.6765893,7.1336665,1.8230634,-3.210887,-4.736433,16.319365,20.628859,11.432615,11.229569,-6.965545,8.458756
31,traditional,All I See Is You,Shane Smith & the Saints,46fHLVEQBcyC8VjnmdDF3q,-16.61673,100.70603,-10.339831,11.239315,-10.178946,5.116473,-9.825546,6.75541,-12.328349,6.8416457,-5.397513,7.124548,-16.774025,-9.15888,3.0247335,-6.7533393,7.440764,-3.9250174,0.40811682,-6.7910156,0.59626824,-3.9268394,6.0559163,47.18763,1.3514194,-2.1519182,-7.0606723,-0.87069416,0.19894312,2.1009555,-0.4231385,0.38693437,-0.5027705,0.28406546,-5.2687097,21.082567,-9.964847,15.613206,-9.500718,9.646257
32,traditional,Universal Sound,Tyler Childers,48nZLOpJOINkICPWpUuhaN,-77.14415,129.56242,-9.323359,2.6797786,-11.357806,1.9845368,-9.317011,-0.6041795,-2.6046555,3.8863795,-6.9088907,2.7696586,-38.78858,-3.4736948,0.5747689,-5.124809,-6.4219747,-1.9522036,0.27120113,-2.585414,-1.0601007,-3.833757,-0.4638549,25.788582,-2.5386903,-0.37484637,-7.4104233,-11.239751,-7.352495,-6.6751456,-0.74521846,2.2050803,7.2139087,8.082567,-2.3888013,9.048336,-13.455027,6.931101,-11.042909,1.5606574
33,traditional,You Should Probably Leave,Chris Stapleton,2UikqkwBv7aIvlixeVXHWt,-61.031982,119.41714,-10.740764,13.3156805,-5.437008,6.723761,-9.555594,2.8352368,-11.174743,5.3662186,-3.595778,1.0857992,-9.687076,-9.7072115,4.288069,-2.5094783,0.5040214,-6.6941304,2.9448438,-2.0900347,-1.5952904,-3.4148645,4.457788,39.20097,1.6731929,3.9317071,1.4604443,-2.1978214,-2.5491495,-3.9455159,-1.6138996,-2.7714586,-2.716371,-3.4333973,0.87612563,21.86924,-3.788673,12.526746,-5.2829823,9.6945715
34,traditional,Livin' On Love,Alan Jackson,26iYJEimPCE0ozDlpj0UFN,-64.63983,96.738205,-15.812536,9.214142,-9.78729,7.187805,-9.020324,7.3095136,-9.05309,6.2435646,-11.323553,-0.3163285,-11.801575,-8.586551,-0.87539625,-9.757808,1.5813588,-4.9893417,3.7483351,-3.124679,4.642648,-3.2998197,-1.6225497,35.3779,-3.2614205,6.9863205,0.20227236,-5.424107,-4.5637345,-2.8816473,-5.519645,1.2263368,-2.326611,-2.0334787,1.7945254,24.180368,-10.264646,15.921545,-10.92316,6.56689
35,traditional,I Can Still Make Cheyenne,George Strait,7yQMZQeiSKnvEgimeGPVhi,-68.36811,127.59863,-14.230052,8.672595,-5.2040386,5.2423325,-4.0026546,8.809667,-7.847827,4.4145737,-4.2266254,1.8175075,-24.025028,-5.392758,6.0752587,-5.07132,0.8547148,-1.1845567,0.9270336,-3.4822283,3.0212824,0.7841926,0.15840517,45.060425,-2.3466694,-0.28746128,0.54569566,1.7013495,3.1948895,-0.586149,-2.2380545,-3.051675,-1.9442588,-1.2900311,4.877894,13.441765,-9.656909,14.896771,-16.905502,12.260278
36,traditional,Sleeping on the Blacktop,Colter Wall,3Ozx6IrGdoQyAworJzvBDE,-182.63147,112.2339,-13.5872555,3.3464923,-13.627945,0.33743277,-11.359124,-6.8487334,-10.372603,6.1288624,-7.346158,-1.1035659,-8.685945,-10.050377,-5.7496996,-6.764067,-4.3869767,-8.474305,-2.9638631,-6.8495626,-3.230065,-4.732459,-1.663094,43.529976,-2.5947988,-6.383484,-7.0660524,2.6638808,2.485875,4.498526,0.9443148,-2.8342006,-7.047968,-0.48119986,8.579838,30.422316,0.50750107,9.543261,-7.1102414,1.1955475
37,traditional,I Swear (To God),Tyler Childers,3jSc6a7N6L9RhAhxjh9VQP,-52.77934,145.91179,-11.491221,4.130577,-10.32663,1.3313894,-4.8138757,-1.5431633,-6.002776,5.813554,-6.3929567,0.7501528,-42.23179,-7.841962,-1.3009324,-3.4611986,-2.6521313,-7.4965987,-2.4982395,-2.1363566,-1.0583575,-3.148958,1.0257039,19.464993,-0.37513676,-0.27268568,-0.19021998,1.0895056,-4.3304214,-5.4918647,-6.3777633,-4.8550105,-2.9463441,-3.2401183,-10.970909,11.232991,-9.987258,1.5168703,-12.18188,4.400405
38,traditional,Ever Lovin' Hand,Tyler Childers,3R6c8mU0KUlUvEin4cJ2OJ,-41.21825,130.83875,-8.228142,9.057537,-6.622334,6.605561,-2.6714158,6.2444944,-3.089574,1.0385746,-5.334207,4.319566,-16.017435,-8.354078,1.029606,-6.6139164,4.5821977,-9.259792,-0.6014328,-6.9620314,-1.3815205,-1.1104883,-0.5800837,28.891203,-1.6285843,-2.9619644,-3.5900066,0.07274321,-0.8813419,-0.80096114,-3.03111,-0.014687576,-5.222378,-3.6127763,-9.487442,24.808191,-11.449158,19.384653,-13.362522,8.453652
39,traditional,Feathered Indians,Tyler Childers,2tgQaL85WoRfgEa4hFQgrE,-53.540386,138.25035,-13.61098,5.2383847,-10.295173,1.7490337,-5.270594,-0.3170218,-9.347778,3.1074505,-8.954385,1.9227633,-13.741697,-8.578258,-0.782972,-7.945063,-1.5461116,-4.479921,-2.992611,-3.3026564,0.9926162,-0.6650546,0.8195231,25.343245,-2.1453686,-3.6955543,-0.43281344,4.3105135,0.71291506,-2.1462286,-3.0753427,-3.4094245,-3.3056388,-3.6847117,-4.5705576,12.442305,-15.422307,5.97433,-16.86355,3.5140996
40,traditional,The Devil Wears a Suit and Tie,Colter Wall,7hlA8gMMz6jSp91Twsnuv3,-213.4538,80.395004,-7.4610357,3.070656,-13.718541,0.070822135,-8.907203,1.4841679,-11.528866,4.1637497,-7.24489,-0.6240423,9.338043,-7.2796597,-4.6309476,-9.906565,-4.73102,-6.2158766,-1.6934489,-5.1144876,-5.400624,-5.15145,-4.74969,46.07169,-2.1794646,-0.40557587,-3.2843134,-0.5546612,-3.0378153,-0.35792795,-1.0102432,2.2700162,0.9177609,0.10080889,15.269516,36.0002,5.838386,10.181823,-10.44127,5.756952
41,traditional,Troubadour,George Strait,4qjmnM1aYvayCTDd0uuRKH,-37.71125,123.63586,-13.510718,9.640665,-8.923115,6.685719,-7.7085724,8.362103,-8.011267,7.701389,-3.2133026,5.839981,-20.532166,-5.357617,6.2987933,-8.733502,-0.19318615,-3.2250152,2.014172,-5.091211,1.303068,0.5090165,2.928291,39.080193,-4.5402555,-8.880702,-8.4701395,2.7055855,0.24019602,1.604748,-2.1655369,1.1175302,-1.369834,-1.9515738,-2.7463603,16.051426,-8.922387,16.042173,-15.227953,11.753704
42,traditional,If You're Gonna Play in Texas (You Gotta Have a Fiddle in the Band),Alabama,225W9qCk2o51QyFZiEVDW9,-71.81458,96.58484,-8.827413,10.89563,-8.694398,6.385807,-10.422495,8.133304,-10.727727,4.541186,-8.71921,-0.8671187,-22.092705,-11.620415,-0.2786551,-10.07364,-1.2219783,-4.0024686,-1.8058776,-8.07028,-1.3606571,-6.9977527,-4.3421135,35.365692,0.16504303,4.925339,-0.91832316,-2.2398098,-6.425943,-5.0421724,-4.508035,-0.62309676,-1.237806,-1.4829196,-3.2759318,17.81221,-15.90155,18.1463,-16.382814,14.693967
43,traditional,Heavy Eyes,Zach Bryan,2gJj6WtAxXjApMs3PXsCeX,18.226995,101.09908,-10.333346,8.978882,-9.651794,9.3272085,-6.3312445,4.28838,-6.6122413,7.4031563,-9.024492,2.7128007,-28.704987,-9.664819,5.4594407,-5.2497115,4.449885,-5.1263733,6.1508884,-0.70610076,2.859448,-3.327501,-2.2778003,38.89755,-2.3425765,2.0640726,1.5099087,-0.91575134,-1.1739377,0.069981694,-2.8555777,1.022384,-2.6183069,-1.4874007,-3.5029676,22.481602,-8.425717,20.723251,-13.2872715,14.8169985
44,traditional,Fraulein (feat. Tyler Childers),Colter Wall,1zLWKvegCtyjWaVWQFFX5W,-192.27722,140.78035,-10.536058,3.1268616,-11.845214,-11.441267,-0.84337074,-7.6240506,-13.199381,-0.2943036,-10.87273,-4.8635807,-4.8257437,-9.623163,-6.000325,-5.7257495,-4.783938,-1.3724668,-5.62479,-6.7807426,-1.8190036,-1.6145213,-2.3449895,19.445946,-6.0551395,-8.048066,-6.2261453,0.031936694,5.500598,2.0675695,-1.5610178,-3.8866127,-3.656062,-2.2393854,-2.1451545,8.773651,-2.0568988,2.1486053,-15.892,2.6144586
45,traditional,Don't Rock the Jukebox,Alan Jackson,3oyByfBYegVEDwYyqx9pRd,-106.59895,112.6257,-6.9722533,6.467342,-6.455429,9.593804,-7.820541,7.873796,-8.996541,5.135286,-7.6073976,2.0209644,-23.228144,-7.2463584,-0.21212493,-7.9406776,0.8053209,-2.6831753,-0.5733725,-6.134267,0.51434565,-1.570517,-0.03908456,30.10256,-4.9680147,-2.2372205,-4.801478,0.837042,1.0149205,2.1355321,-0.42580137,-1.5132093,-3.9203966,-1.8579559,1.4605082,26.270632,-6.312257,15.285424,-10.712714,14.558059
46,traditional,Mammas Don't Let Your Babies Grow up to Be Cowboys,Waylon Jennings,7nVQ8mo77KaUvhUQzh4vMy,-128.58928,142.22655,-6.4164276,9.054853,-9.613706,1.0663304,-8.04044,2.9956565,-9.943855,3.0191374,-3.3705854,-4.8778815,-21.980963,-12.065937,-2.0016143,-5.7280574,-2.1391397,-9.732723,-7.775862,-5.9674745,1.1604174,-3.62005,-4.300432,25.521572,-4.9375196,-1.7074676,-0.4980342,-2.6990943,-1.3735074,-3.6662593,-4.30008,-2.551293,-4.033272,-0.118891194,-6.656618,17.583967,-12.974531,5.075004,-19.120382,11.907646
